v1 v2
32048 39753
24542 36802
2976 7826
7135 16815
27987 40780
2346 3267
3980 20150
13189 38115
1457 7698
22543 24440
2716 31851
23429 28235
32510 34851
47708 47709
23748 46511
11953 14625
16678 34580
3596 3615
21098 38222
33662 52101
12023 41452
3334 16986
11150 19650
2780 4691
207 1996
21752 39624
18337 22999
17054 36546
613 4402
3635 25743
13214 36223
1495 1516
5559 22950
610 12603
2730 51036
8553 8921
8779 9971
9486 20214
21318 27460
30212 38240
2771 9513
3554 14547
14205 15314
34369 39233
22298 23066
46003 61372
6167 6955
46346 46349
24974 37106
858 898
6522 7071
12266 24367
3825 4184
12790 14610
13649 13654
22442 43575
2206 22809
9833 10899
19719 35606
3651 19598
1134 1142
6827 32966
11883 13799
15853 36864
22095 30988
26967 27504
47100 49585
3681 36652
2730 15847
14259 14276
14997 17890
5067 23773
17267 26853
6313 25918
7912 20764
11107 16676
16034 17446
158 2287
16641 29241
34053 37226
1788 10422
9090 26196
5345 7283
616 15901
2063 22727
6094 8512
11229 21453
12008 12028
14210 31225
22350 38947
25219 28617
423 4706
21937 24431
1665 23126
1182 24750
7692 7693
2675 16549
2187 2331
10068 11557
24915 31511
3926 20863
1886 44333
1951 5180
393 11501
52454 55827
7996 9502
7212 26169
3888 3900
13620 30208
31037 52203
7919 26344
26381 46781
12397 13118
554 1664
2703 12627
7365 7388
14158 50231
32217 39491
25330 34913
1373 21318
402 24034
12816 26563
19224 19225
3210 28088
2274 2285
1095 1648
1741 2898
11028 26953
11397 35317
11285 27750
18552 22091
41453 44044
381 12424
42745 46629
8303 15616
17061 34002
6017 22596
25663 31279
7711 13750
18546 42598
7903 11682
25304 31329
38115 39696
9834 14941
39901 47247
1521 1745
11759 11761
39014 39016
13673 13935
6619 18296
10552 12848
16997 16999
14700 31078
5144 31279
10790 24803
5974 8484
7368 9790
31910 40953
1996 39710
24938 32513
7293 8046
8759 14118
14287 14702
1786 5721
12175 15281
384 13857
4886 25268
4649 4674
11580 14826
5588 14484
27946 40166
3602 3652
52621 52623
5126 34583
25142 43399
22055 24017
132 22325
5745 6701
5888 7198
1463 7373
32685 33303
20103 30062
7597 24653
4715 20645
10111 27332
16227 20351
6763 46113
24440 30817
15820 30083
10948 11325
1102 1105
36724 37463
8408 22300
10933 25757
42852 46446
13915 25456
11654 24066
13216 16671
68 12792
11229 13870
17136 30991
30794 32928
28418 49614
471 4679
35765 41811
12219 17312
5438 11788
12331 34474
28461 35990
8655 27800
15649 22999
15176 34497
29585 34986
11518 18274
20863 22768
2072 4708
9861 44403
6313 27307
6900 10601
33119 46381
1795 17414
30539 39790
8070 18907
28286 34756
9872 19405
6207 30059
3989 17076
7104 9883
451 3820
957 6546
558 22021
1122 5587
8182 25556
523 3519
20782 20816
24974 31205
3910 26111
1054 19286
13929 16690
7599 44979
5662 11289
10950 36314
8608 17309
15576 27125
8962 10941
12817 25459
22370 25321
469 19611
2886 41958
4988 7242
17933 62341
4919 20265
1742 6732
5609 9040
1943 38735
19417 40719
1891 12167
46083 58279
11543 19047
22710 27063
606 4168
5904 12162
7427 16319
9692 17550
2551 4474
3521 17020
5302 26365
8180 8271
13937 13938
4772 14343
7646 7649
25740 39572
13155 34467
4099 47882
786 6734
19366 47594
33835 35299
30745 30746
13503 22331
22682 35269
2437 24373
13694 28816
24766 26576
2331 6088
8127 13214
28546 28718
788 8430
1734 19118
8664 13011
3935 28272
14230 36654
19021 40902
30792 41235
20708 21269
1975 8710
1161 9664
3696 3728
36751 36760
4943 12994
4128 33364
7576 9905
20931 41133
18720 25415
8582 10691
9153 14279
3698 25736
8395 11538
16591 16592
14140 14488
2319 19500
28805 34878
17892 28839
36556 44891
6409 13111
12645 21913
13931 27777
214 935
3419 3429
5111 7532
1529 11381
7891 10871
1916 18476
3639 3725
23380 32014
29883 42493
14593 24821
13161 13204
2264 2940
4182 4187
1554 5048
4293 29041
19875 20257
31017 38633
13936 27574
1223 1407
14257 27564
46979 55430
12154 18640
23050 27043
10846 42968
35172 37771
15894 33118
15887 22124
22095 28460
28646 33555
11551 24989
41167 41570
3334 3339
11603 53479
36615 51916
19303 23309
2075 12435
29932 30808
554 23535
43151 47901
5414 10487
31385 39535
15354 37549
1931 7052
9862 10928
12095 12127
2212 8202
28903 36364
9841 22763
26420 33364
20190 32616
8200 23764
26864 43894
24428 24735
9826 9923
17878 28157
9699 12177
12271 39919
26935 37554
47679 47681
4156 11077
18867 26792
34981 57771
22901 33878
47088 55465
13243 40627
11752 35646
3503 26630
20846 31564
9094 39606
17546 21088
12529 27003
27597 40970
36585 40441
13223 38114
12276 13008
25288 39343
36138 37544
13421 18743
1596 5758
5180 15568
5939 18983
6332 19644
13013 30946
42467 42472
9886 36305
8853 26800
9175 13946
25803 38069
29553 34331
23395 44219
6873 48618
33083 45376
10105 18347
6372 13011
2217 52328
10608 12739
8302 38509
14231 14882
21462 23845
11855 27528
14 8117
11152 33036
14067 22741
21485 30764
8877 38530
9066 19268
24991 39438
7046 7583
37706 39564
785 5058
11637 12041
9077 16196
29744 36437
12916 28518
15160 24119
5038 6318
24312 28791
44154 47985
5144 10954
26304 26551
19136 36220
26955 28202
13194 13195
19615 56295
11856 27337
19185 24938
6616 6960
13484 34988
33626 56028
32435 38789
20797 26881
433 19212
1592 8844
3253 7472
7332 18687
10830 26953
8518 19208
4138 4241
25736 35148
34064 41954
9600 33452
2872 2873
10818 31104
10807 15937
14687 14691
2574 41193
5390 11753
40790 48385
44032 47543
8412 23717
8941 33175
26866 32003
35710 54336
2111 3753
867 2999
34843 36431
102 16074
20292 27044
22245 32910
441 12603
21734 34445
11007 21524
9907 19777
5302 12287
10933 15282
28262 37029
7283 11221
3153 5202
9904 10929
26875 34369
24009 29934
13802 21572
28320 39343
801 1242
2690 6667
22297 36102
24 19951
38545 46719
45976 45977
22665 28925
13007 35623
14254 27721
29801 41670
2983 15682
7932 12435
554 16639
9037 9046
14958 42518
16288 20887
19064 36520
27800 36947
6188 6203
8089 26660
37507 49132
14981 25809
876 18310
2681 6956
7275 10205
9949 18496
18703 22699
1284 1335
30353 31416
7670 30087
10949 18650
34724 36654
15869 28271
12092 52920
5077 7065
25927 46645
10146 13043
12832 27412
2170 24099
2508 5702
873 8572
2296 7748
4374 19823
9607 22808
14579 24997
8705 15388
2887 40765
5765 26562
2291 2878
10942 20763
26814 39707
38577 42066
10360 29010
5528 7002
10737 10785
11164 26312
10967 40963
10973 14049
33294 33295
8313 15658
5655 10206
51 2054
9660 14315
3701 11681
6321 6880
9237 32951
399 31807
3590 27488
4537 17945
10742 12720
21612 31910
7853 33180
27817 29194
21715 35488
43781 62881
5488 7891
3533 3551
12017 22544
36010 41411
14525 21756
2332 18366
248 667
9206 49457
27349 40898
1463 19223
13326 14040
6375 7315
3619 3943
7372 18807
5645 36406
14101 21396
2978 12230
20277 29786
6748 6750
26583 43211
27188 34911
18697 24649
42730 42732
4949 13443
7742 30230
20785 37590
22987 26900
28735 31320
606 8953
13855 21345
30701 43115
9069 11287
5161 37903
4164 13586
13176 16069
560 3063
602 24009
7047 15294
32233 38814
7741 13613
4159 4162
13236 40627
22752 33002
20850 27752
17055 27488
42984 59599
2342 9220
18118 27369
14253 23395
9802 16519
3943 14253
3737 36652
133 5043
14263 42382
17619 28364
1445 6139
1463 20940
6592 20937
2367 24030
13492 28549
46478 61006
23441 28817
5288 29059
14108 51844
15565 17485
27712 32698
1654 4858
4604 8924
27454 34818
3630 28326
24819 31727
39138 41408
4699 29137
6774 20231
32510 36330
5292 5296
11163 11240
7850 38501
5061 7562
11848 13165
31742 32672
8405 14785
22519 46024
11944 33171
18694 22202
3404 4803
46406 58099
2895 10779
18922 24136
6720 8954
28921 54911
27381 32541
14145 19524
11074 11082
33010 54705
36407 38146
2741 15263
21443 44489
13381 13397
2032 7119
2976 17119
15333 22336
26939 36651
12274 26421
20301 26431
28065 35352
12467 26652
2496 3034
9423 17687
244 1272
3463 3500
11863 20060
20344 22289
24726 41777
3627 9718
8534 50446
12019 26895
440 1997
19764 26952
5201 5594
1944 13494
24444 34648
13007 44891
23048 26915
11041 33349
12008 25938
6346 18239
18405 19273
7909 9801
9028 22951
30004 35258
689 1916
2555 35864
2654 18306
27408 39574
15869 19704
1565 6469
6510 21480
4314 4338
5204 7223
8695 12991
1755 2259
3112 10516
10287 35965
27477 28287
11825 31545
7706 13766
19511 25272
21383 34083
3812 26332
2281 3662
5059 23116
4207 13602
5691 6529
8626 25558
11069 40199
21528 59825
27218 35150
30090 40228
5542 32725
16223 30427
48278 52481
110 1218
7028 24791
5163 34065
19572 36729
451 24564
4224 13703
26301 30550
1084 12687
24325 28832
8422 8598
35351 35354
29148 36314
102 3633
33844 35794
3596 6261
21776 41489
18062 34289
38136 40136
19602 48985
18932 31349
12046 21209
27569 30059
45817 50073
11390 19179
3256 4974
13496 26937
27140 29753
12860 15995
2979 14704
2332 15783
8619 16562
18399 19231
31389 34086
2560 19734
2362 25205
3290 4632
13766 30916
14498 22896
23684 26140
28223 38222
34616 51726
24316 28891
31035 38622
30574 50100
7983 9966
16702 39545
30023 35816
779 7507
11952 12818
20933 41411
18126 36209
439 610
9745 9780
11204 15227
19220 19242
22737 27619
7798 21031
16284 23329
26678 27058
10753 20231
15176 15750
28539 32735
35398 45498
7550 7591
13493 34450
26160 26162
4950 19715
12481 26904
1538 49971
2274 13971
27936 53614
583 16742
7969 12112
11358 51433
14521 37459
1719 5570
5464 16527
25547 32092
28655 28863
7229 8908
29798 37794
36408 43876
12248 23744
22324 34609
26337 41345
5536 49020
4140 7586
115 11676
17931 20222
25689 31807
1711 12447
10159 12988
9513 24400
20403 26425
11041 21126
19118 28213
16587 19410
13857 22411
19105 22914
8850 24918
2279 12314
23864 25340
3881 5269
14365 29823
24052 34740
9207 33417
7771 24874
9741 16167
8505 12654
19655 28092
8589 14975
4007 31939
9716 10810
22136 49928
5879 10192
31889 43078
31955 33737
243 6128
57293 57294
29426 35557
11830 18650
42851 49313
10024 29247
19540 26112
6341 11342
32558 33979
15244 25751
9838 15568
17190 21478
58140 58141
5732 6863
4169 19049
17023 26554
16577 22312
265 12862
17101 19773
4401 31472
14539 30931
1349 1352
9886 24461
19265 22904
554 1342
2695 17728
9954 32179
17641 20033
1485 9539
7059 8784
18809 28427
27204 27209
28053 47797
6187 8573
6599 13598
24977 24983
25740 25756
8297 12934
20265 25127
541 8614
4034 10909
14791 54959
29633 41037
12438 14554
30360 41412
699 5514
3986 24070
399 4168
3653 29210
48119 48120
20376 29023
15687 30484
2983 21827
22319 40411
24900 38759
1099 5732
23059 26940
38496 47789
8770 27946
25920 33809
9231 13318
7528 8125
414 20677
13515 31183
27297 31232
22277 40498
22375 27687
35375 37532
449 2917
5587 29303
13112 18038
5709 14165
12695 29732
6996 19930
11636 35706
41013 47412
11150 20255
6070 6872
8823 9629
5033 7574
7568 38813
21985 22830
24663 44771
5434 5489
1889 1895
14855 43018
40769 43965
26980 36756
8088 16597
6154 29449
25546 26953
12821 40825
23 8894
3869 11783
5170 11318
16844 21536
8674 37684
3658 3727
30824 36370
3511 34465
28061 45998
3659 7599
12250 13484
24607 26431
5281 25122
9162 27825
605 29043
25746 28196
13268 26460
8664 15341
24473 36303
1822 41555
6210 12472
1912 19531
34297 34543
3666 9291
22348 31273
4070 13893
6678 31518
10930 39690
27588 34784
45808 63564
11800 37245
27229 38898
1158 10173
32593 42409
1456 1470
6381 24676
37046 40890
4140 19672
33643 34542
873 4248
3963 42018
2074 3827
1863 48578
22299 25280
9918 11788
1630 1633
11210 11486
14288 15280
19540 36954
28793 32292
26530 52703
6429 9119
20008 26505
23780 26029
1208 2573
27845 31936
31320 43479
3896 4374
9890 20869
12942 13545
965 1410
16366 16386
26630 34640
26911 29791
13494 16675
26708 34412
22177 30105
5205 18811
14690 25970
6186 17744
36954 39229
13817 25939
650 19791
2332 19682
16758 37778
10658 53420
3377 10828
10554 21296
21992 26661
35244 43406
13024 13423
16377 26980
17831 19020
22051 37143
11861 13244
3716 8644
5189 28615
23068 27636
18695 29616
42814 50686
22331 31254
10810 35602
15900 15909
1920 9814
12834 12848
23059 24361
23220 46298
5131 40137
9486 31192
22898 30833
1907 13496
19524 32504
17913 25655
18322 24215
34534 46119
1032 22455
20929 22606
1759 14703
11082 16312
16742 24436
4093 4761
7513 8662
13573 28573
16177 19505
9010 22295
7262 33036
2707 13106
19758 34609
33172 44204
11420 43563
17899 24318
7593 10050
20115 26301
13054 14665
22681 39903
12746 16620
35341 52519
1778 12434
7608 19488
2700 22806
13196 32578
18645 18649
11795 14089
25013 33761
6013 22196
7225 10744
7241 20662
14408 18570
2770 4240
16717 39548
2319 8679
41629 61123
17286 27514
1928 9829
47985 57412
14803 28671
17188 17189
20743 39387
10078 10089
11851 12259
27079 45502
8402 17107
681 4479
16098 32421
13424 26642
2857 31514
12510 24791
105 809
802 25044
1468 1634
24773 32601
16165 23066
5104 32500
8573 11886
8703 18548
338 629
5126 8634
26938 30387
29214 29497
3901 3920
34061 43456
2997 3438
11165 29073
6949 11525
8245 19201
18671 21342
19024 28904
52749 52751
10295 19799
10780 30678
50177 50180
12773 21140
11317 12319
4005 29498
34455 38054
11529 11884
1942 28451
5251 5260
124 15133
128 28038
7047 9886
1745 1943
16206 48707
6249 15717
9139 9450
13007 34606
6887 22952
20136 28058
10896 14316
8608 13216
38390 38391
22430 26741
3669 26939
39744 43666
3903 24524
5902 39916
15869 31681
10081 28838
34668 39697
34682 43876
3705 18498
5162 23744
12113 18450
13075 21961
19231 19261
10997 11008
4314 32608
52202 56880
3694 15282
26274 32638
34348 35289
4190 23545
7540 8676
1303 20633
8444 10264
1319 10275
8703 12993
2336 3936
3727 15288
17902 17905
12266 20898
28923 35256
16236 56730
7197 22698
11391 16815
22781 30550
13358 19841
6485 47786
1987 2311
11637 23047
30345 55001
4120 4703
8109 16470
17166 20165
10381 22277
1785 1804
7736 7748
4537 4538
32916 36861
28291 31831
3739 27784
23445 46087
8873 22534
22612 32155
9755 23648
3948 9262
23124 25954
32675 34999
423 23309
16719 26421
25765 34574
10381 38033
17971 43609
8885 15882
1911 25487
9319 35248
20463 37757
23053 24423
42867 55321
9185 9952
699 13481
14147 47002
2583 18951
5941 29741
29383 32066
6058 47071
8852 39917
11617 17314
17597 26003
26412 26413
13223 16091
20277 24737
7455 14160
7301 14835
3721 20029
5157 13007
1918 3877
19595 31790
14205 14266
10338 19418
15925 25689
16381 25127
18109 43111
45068 48564
19505 22556
25943 26698
510 1481
30727 39142
1490 3131
3613 29089
8664 19469
16704 16709
6661 14560
18183 46751
1555 3297
8985 43420
13584 26800
103 16941
404 12577
13993 18954
4697 19937
20970 41921
39721 41668
14823 38539
15025 35152
1532 1548
10369 27166
10920 25242
10649 13180
14594 29085
12035 29209
14 14960
4128 16719
2334 14926
44716 48768
1524 18626
11069 11881
32767 44165
7833 20697
49532 60387
20906 43090
30795 37888
20500 55206
14484 19080
11736 11745
26 1808
1909 18641
4370 6302
25489 39674
16693 44205
2830 17174
33447 38569
38228 43053
3725 14690
945 10409
22221 22456
5510 63462
19519 30640
329 2313
34621 36513
9904 20800
22944 23818
8708 9908
10090 26998
2793 11308
50736 58631
2560 17152
8303 21528
1337 12241
2491 24312
3665 36381
31910 31979
33737 34722
31721 49462
7358 11432
14874 15563
20380 28283
36209 49904
2332 5177
3202 36772
12108 12456
2461 4870
11235 34319
10044 22943
11919 14307
9908 40863
13064 18388
46981 60783
5435 5451
539 35998
18120 19410
1874 19231
13910 20190
35132 40517
1724 8562
23052 33199
16073 23599
2606 36306
4085 4791
14085 16562
26553 34796
32885 41570
483 2921
26276 26988
34230 50429
10896 21587
16653 21962
25462 26367
21596 36051
23013 52136
50313 60007
3875 14914
38286 56325
22320 28356
32904 35841
7394 11198
21458 24206
5462 9296
5464 42607
6220 18264
2009 8896
3703 5134
40326 49378
8843 8859
4472 4535
10973 18989
5489 5498
16249 34731
7891 8233
9513 10971
12697 28030
41365 41370
27098 34839
24172 25575
4376 9904
25219 25256
2981 38937
1945 23392
8699 14794
31715 45993
47134 59018
33120 34185
21800 23942
2697 14136
16024 28811
554 45283
6959 11856
2082 11633
13201 22351
20180 24121
451 11765
37226 39439
6857 6878
14235 14277
6851 12858
48699 53859
15101 20304
8424 36760
25590 27127
19878 27784
10808 10812
14285 20025
21596 25276
30332 36918
10951 25587
17236 25226
19537 36758
2217 7640
4739 4753
21619 50623
14220 14287
384 11040
85 1525
4061 17352
9596 18320
13904 14751
4863 5203
26294 26299
21259 24669
8104 18398
2708 12809
4130 40972
151 442
6332 6350
12282 19147
14471 19025
11795 20779
6686 50214
13953 17109
24484 53416
59413 61916
438 40645
469 1128
2184 21918
4766 8208
31031 52111
425 1266
21475 21489
10954 17314
10322 53344
66 13321
4283 6613
5082 19521
21397 21398
26955 34722
2171 14713
10282 18451
12691 21915
29462 47824
10834 20679
5960 19582
11095 19343
129 14684
6347 20725
23236 26614
22827 22831
23988 25107
11515 16636
7026 26497
25561 28919
35567 38587
24827 35041
7510 11607
15233 15417
717 12952
3806 6325
24892 31844
26666 38065
32166 39979
1113 14458
6131 7171
18941 26797
2714 47082
17115 18533
5100 54359
10197 19192
24795 24797
13310 27596
30602 53701
32719 41389
396 13857
27391 32680
5721 11122
28903 30796
31085 31375
11149 20070
14242 25325
9434 12843
1463 29850
18697 25892
17059 38512
22613 30320
10234 15091
10007 10009
15227 23636
19550 37024
2780 15562
1513 39720
2367 34739
8977 12779
11830 34607
2072 4495
1848 18340
15145 33699
16061 37782
18110 34385
24940 36217
28901 31892
2079 3159
22669 25672
12532 23909
8655 25083
422 16329
16419 26969
5410 7071
11820 14215
25420 34853
14261 36041
20060 26370
3916 26219
24582 30294
2571 12920
1944 8630
17627 21046
11840 12540
24050 32928
28982 31956
31259 32449
13362 28108
22056 30391
8566 10070
22496 40825
11554 36138
31332 53261
2939 26033
11881 21598
13496 15403
27558 42128
2055 10595
5157 10820
17870 26289
2311 2368
14491 15892
9243 36110
32292 40742
14696 28470
15777 21616
19809 36612
11189 36702
31324 31348
2859 8251
11647 31107
5874 30772
1004 2882
1905 12264
3086 45137
8726 31865
9809 9939
22761 39232
2665 11087
23640 24734
19156 19874
28931 31168
5180 24405
4925 18753
48366 54593
20776 27720
14885 20794
3669 34021
3704 17111
11825 25657
22346 22682
158 21069
21252 26236
4165 14666
1978 11700
1111 6004
25418 26415
2718 50160
5182 15248
2341 19579
15033 26433
20925 29091
7665 7824
11837 19524
25259 39445
11709 41360
9718 27390
9091 25231
1825 10680
15926 32153
26633 30837
26362 29526
34554 48233
18110 24668
17309 38423
24819 26828
3702 39233
12519 23496
594 32500
4224 9954
2370 5426
29511 34445
19601 33118
15187 18766
12882 27933
16438 38281
31641 60756
1510 36406
17984 48836
1322 10460
12864 22263
18542 38358
10937 22346
10336 20790
38387 55755
12552 13517
7237 11760
19516 19568
3663 36896
9891 11028
7105 30117
23446 32132
34858 37710
33559 39904
295 7377
5146 19507
8180 8653
10671 31579
17903 38555
19558 36648
695 31005
1598 8904
2328 10137
13000 28467
7512 8120
6238 10111
5806 22958
38397 46297
226 48261
1941 36743
11314 13163
19351 37190
49119 49121
3674 31215
11148 11951
18981 21898
21334 21552
12024 33347
21950 39493
30982 31597
9230 38740
12956 14023
151 600
10818 11259
15295 30623
18542 18998
24007 37129
24987 28321
20061 30280
3625 3682
4542 51156
1266 6821
354 10686
25083 31218
22297 32461
4586 7509
31225 36973
24570 33995
33785 34113
25416 33447
6625 19370
24671 27198
22431 47199
24412 31411
7151 9932
18428 58084
8136 19863
1475 6605
15428 25157
12279 35228
7484 7485
11095 20360
13763 40843
999 30073
7501 19259
7114 28376
1193 5131
3702 7111
11650 23043
15862 15869
20663 39488
1522 12895
17524 46546
14242 37711
1524 24004
17593 24726
14916 25556
8353 39064
313 11787
2629 2634
10010 10011
5523 24669
18762 37142
13196 14119
5176 5488
13885 16319
16800 19571
18575 57450
3959 26217
47528 61086
12316 15247
23918 25039
405 11120
10607 12720
15243 27692
11751 15689
28784 44326
1902 11825
7490 28381
849 8683
10250 26579
39741 40714
43065 52263
16051 25080
1469 1550
3438 12867
8087 9659
9644 53033
7345 7716
8701 12262
14513 37990
7662 17586
8752 26839
25173 39102
7604 38218
5117 26412
1443 2076
1729 20585
24174 27253
10810 19498
12584 20177
43702 58973
58787 58788
39522 44945
7898 12975
1807 14358
5831 21600
30530 56755
8857 10212
5141 14684
1548 6200
11179 47709
13557 13566
21693 28139
8825 17428
15282 19774
26180 38228
24981 31565
898 5009
24584 29059
43397 43455
19528 34989
14210 17064
3503 38623
9766 33182
16237 44230
20742 24845
13495 19515
33484 34007
36729 39560
2369 24833
19030 31838
1107 5375
5187 19545
18347 24005
9167 37716
17504 32046
41663 43152
12031 16751
9715 10894
15280 20341
20652 21662
9282 21039
1103 7891
1420 11959
1520 8947
1707 8591
1902 10921
4232 33008
8762 17100
4124 11089
18003 20028
12696 27452
29430 35707
1817 17683
40738 43092
9869 10331
52973 60166
129 584
9217 16051
19487 19512
1907 17300
14625 31841
10778 23161
39060 52140
10707 10716
12030 16655
6718 39893
15402 19530
20012 21473
6942 29460
18276 37391
17753 32005
10205 11242
3711 28922
21370 29865
1996 8325
32400 43707
11680 26853
12267 25077
17921 31210
5381 7158
6392 37494
14219 14220
8737 24738
20618 24158
1214 7072
1433 9668
4604 4606
13192 31756
14257 38983
11878 32033
2360 5488
35583 38596
22309 34968
3374 12987
10124 39909
14270 27408
7898 11537
28877 32490
30499 34148
2030 15051
5128 7534
2876 39722
3369 17832
19104 22382
4293 10520
25084 39907
954 3144
96 1200
149 1194
7742 10495
7381 16582
3814 27244
21567 33556
6903 11725
5194 6313
6436 11360
16289 35444
24981 37560
5225 6880
5302 8569
12274 30892
34284 39950
6137 14815
1830 1867
5277 10601
10242 35403
1723 16467
682 7673
3374 22669
7048 27786
1749 1897
12319 35606
7276 15122
10117 25587
11727 24326
45499 55563
6170 6189
2478 10077
8678 27653
3159 4484
20578 34736
11558 26793
25030 40018
240 745
7668 10111
16789 16791
29588 39742
10079 10906
20607 34587
19217 19244
5785 19951
15273 19826
11800 22283
2367 2677
4883 39060
5885 22405
24904 34821
29441 31713
25399 29310
25375 49789
1361 12934
267 491
1268 23733
4804 17487
8363 20034
20180 30027
2927 11229
5510 50679
10484 22140
37380 41347
18117 22460
7599 10693
15426 20763
21385 25484
11849 11885
15401 36237
21284 25404
4495 7800
1463 9526
2870 3770
3657 7510
10980 23812
310 7045
5257 18940
10268 12995
16777 30391
10581 30143
18856 19037
31898 33201
17242 21930
14755 31364
3362 29648
1732 2087
216 22824
4950 9079
10375 18549
4794 5409
6070 17165
16919 27062
7692 7724
13584 13853
29093 43175
30530 33697
38631 42989
25990 32643
8409 8768
22207 45346
2577 5527
3732 27493
3029 34321
11330 19237
10198 18250
11921 11949
13895 14993
44096 62338
49266 51124
20072 26413
28264 33463
3094 38715
5144 36561
9167 20291
51644 51645
13191 13202
13380 20560
17152 50762
27563 41004
4805 18724
2983 8941
478 2294
3663 32573
28110 62048
20254 20933
1585 5943
6155 11151
5526 27210
2876 31910
433 1103
46799 51478
22352 52176
2166 16887
9547 13316
589 2072
307 3655
10834 29208
10881 11844
21927 27257
14845 29974
10117 24436
5144 28376
33894 59801
5587 7382
31754 34586
8507 16575
3683 31409
3606 8607
10950 25264
13682 31210
7056 7057
7599 28524
3943 14990
292 6236
4224 11285
10103 15667
30983 41333
22900 24482
9469 15348
8589 13242
20785 25665
13929 34428
1331 25048
25082 36325
7495 18405
3821 21170
25750 31239
7619 10397
7661 7827
25251 25661
849 3150
21751 37426
11507 26655
1860 6279
2037 5076
2470 61737
6214 37799
7021 13388
6951 20120
8857 27558
38850 45908
17318 28372
33974 39122
8947 12397
21966 33454
18172 21529
2939 11651
21838 22091
8614 11268
9711 39323
3591 7605
6661 8842
8769 13582
6209 24945
9089 15310
17101 19485
13223 48113
16440 21259
6900 17998
25764 36619
13110 21347
16921 26187
16 6570
41227 57061
6845 6889
11525 28881
17650 20686
954 5443
23636 33726
1044 1129
5957 41690
1469 1816
12279 32033
7984 12858
2939 2943
16562 20734
3220 17200
10232 21620
14877 19505
10125 55617
10518 37268
45 2882
13293 21709
9953 9964
9208 11804
6542 18739
31884 40198
8852 20074
22324 36743
25409 30684
3753 10591
14225 39514
1945 8885
2504 9798
17891 23239
26673 28688
5280 14620
12605 50843
16341 21971
23896 29598
35118 39941
6405 8843
29095 34299
48013 56591
35961 40326
22317 29147
9171 46424
554 44405
572 11380
5732 18156
1466 4836
13937 27276
513 3367
15702 20658
26144 43562
8624 11832
4245 17170
19648 34621
11301 11304
4935 4937
18387 39358
8013 17217
26419 36850
33838 35793
11069 26034
5697 8109
40780 53351
2690 11230
8949 20958
10288 12342
4742 17625
25420 39487
30963 36696
44921 45320
6591 12448
40498 46944
3629 30968
27408 37631
554 19225
25818 31241
26053 58451
26677 34819
23 7157
2860 12804
16556 34692
10347 26862
16442 31370
25558 25757
50186 53212
6373 11652
8079 19437
536 7228
5028 11951
7632 12995
27429 30962
11324 12995
13243 16077
7507 14904
3697 18037
1288 5970
8070 15638
9617 25050
28252 45287
16319 21439
12703 19809
13190 16051
2576 51782
19205 27434
2875 28814
5067 8447
3830 24943
30878 31133
2372 19373
11505 19650
6678 11849
9908 28647
6704 13109
7119 12552
1214 19589
12991 22338
14135 16789
190 583
7072 10044
10649 13194
23335 37315
27611 32696
30042 44535
11848 27040
19779 34964
24760 26992
8664 25197
13459 22134
1163 2613
20351 29986
365 41321
11095 22406
3587 9220
10188 12790
1528 7923
7089 10822
19048 20898
2668 2683
5062 20550
7055 31065
15992 21756
25910 34834
730 25130
2357 17259
5472 29950
6362 26803
2367 28447
3697 10340
34976 38780
26428 38879
14240 22336
3931 14875
1506 5289
4540 12414
6146 14527
22377 27682
27611 42574
39149 40441
13798 33407
19519 25264
11823 15932
8560 8571
686 14799
34055 34058
6131 7616
19537 20144
15575 19469
18064 23501
7071 15841
26914 39910
6213 14958
596 12604
9361 38617
18869 37741
2730 36745
23316 32685
51576 56222
554 23845
43001 56702
4383 27059
761 10808
5587 23665
7601 12331
24171 38217
1406 1707
7857 13913
12430 21525
31952 36754
23324 28920
3727 35739
3875 14988
13854 25839
30018 42696
10392 22587
25751 33876
5037 12253
26091 31259
12002 20251
1833 1849
26860 36929
13482 23697
35012 40787
11737 15896
19065 30072
1590 1743
3022 21511
7409 7413
11389 20216
15743 27636
5030 8718
11397 18399
6317 6328
20679 46401
41181 49502
6875 18924
85 22845
4283 46579
7689 19158
11857 31297
7578 9704
3684 3692
5170 9318
10438 19799
9594 19850
25239 35148
15443 17675
126 19777
1217 15587
7400 18668
21257 33666
12976 33384
29707 32086
5462 34830
15857 27746
5424 6070
20070 43607
10392 14306
12334 14272
13229 21501
15191 24999
3674 9849
1275 2551
34538 34539
6155 11870
13317 43111
3705 26087
10374 24663
12825 48769
17189 26805
6705 11470
2095 6479
21664 26882
25818 57779
429 5570
471 9770
5041 9084
4296 23979
3229 3231
7054 28377
10747 17165
19369 51703
178 445
16683 28065
10786 10799
5625 5635
26876 30969
8300 12566
23767 26713
25268 36823
13214 30734
32004 35794
20970 27501
4981 31351
31017 42109
13976 14616
3815 27376
881 24346
16309 18150
1736 11525
19714 32007
17627 34324
20095 38311
12274 51001
14311 20289
34021 36945
3636 9214
6196 42027
5868 6226
32668 43074
2784 12688
1337 4545
45999 54030
907 19609
41297 60113
4509 6128
148 153
21849 27717
31017 51043
1947 13011
1242 20415
6150 19316
8695 26083
3624 11272
11720 12264
20111 42589
20652 26288
1309 17359
13428 24452
699 20605
35604 35949
17270 30324
897 14520
6445 24770
21945 28798
34535 34554
1910 2319
17508 29050
17845 35977
3986 7078
26175 29883
